2212.12488,1611.07308
2212.12488,2005.00687
2212.12488,1706.02216
2212.12488,1707.07012
2212.12488,1806.01973
2212.12488,2002.02126
2212.12488,2201.05293
2212.12488,2011.02260
2212.12488,1708.05031
2212.12488,1609.02907
2212.12488,1810.04805
2212.12488,2010.16103
2212.12488,1905.08108
2212.12488,2007.12374
2212.12488,2103.09430
2212.12488,1602.01585
2212.12488,1510.07025
2212.12488,1305.1707
2212.12488,2010.11929
2212.12488,1802.01548
2212.12488,1904.08547
2212.12488,2003.01917
2212.12488,1905.10668
2212.12488,2209.06560
2212.12488,2102.09267
2212.12488,2208.12433
2212.12488,2102.09269
2212.12488,2210.02023
2212.12488,1802.09691
2212.12488,2110.04375
2212.12488,1010.0725
2212.12488,1806.09055
2212.12488,2010.10046
2212.12488,1206.2944
2212.12488,1906.06826
2212.12488,1802.04407
2212.12488,2102.11472
2212.12488,1704.01212
2212.09941,1711.00832
2212.09941,1709.04326
2212.09941,1811.08469
2212.09941,1903.05614
2212.09941,1707.06347
2212.09941,2202.07415
2212.09941,1412.4840
2212.09941,1712.05889
2212.09941,1901.08106
2212.04123,1807.05424
2212.04123,2104.03616
2212.04123,1709.10082
2212.04123,1509.02971
2212.04123,1802.09477
2212.04123,1810.06339
2212.04123,1412.6980
2212.04123,1805.01956
2212.04123,2201.08078
2212.01725,1711.07621
2212.01725,1610.07524
2212.01725,1701.08230
2212.01725,1906.09050
2212.01725,1104.3913
2212.01725,1808.10549
2212.01725,1805.03164
2212.01725,1412.3756
2212.01725,2010.05434
2212.01725,1610.02413
2212.01725,1609.05807
2212.01725,1510.04342
2212.01725,1610.00168
2212.01725,1908.09635
2212.01725,2110.03524
2212.01725,1610.08452
2212.01725,1803.02453
2212.01725,2302.06958
2212.01725,2003.01899
2212.01725,2112.01236
2212.01725,2012.02972
2212.01725,2001.09233
2212.01725,2201.10053
2212.01725,2202.12334
2212.01725,2001.09784
2212.01725,2005.14122
2212.01725,0906.0557
2212.01725,1711.07621
2212.01725,1610.07524
2212.01725,1701.08230
2212.01725,1906.09050
2212.01725,1104.3913
2212.01725,1808.10549
2212.01725,1805.03164
2212.01725,1412.3756
2212.01725,2010.05434
2212.01725,1610.02413
2212.01725,1609.05807
2212.01725,1908.09635
2212.01725,2110.03524
2212.01725,1610.08452
2212.01725,1803.02453
2212.01725,2302.06958
2212.01725,2003.01899
2212.01725,2112.01236
2212.01725,2012.02972
2212.01725,2001.09233
2212.01725,2201.10053
2212.01725,2202.12334
2212.01725,2001.09784
2212.11969,1007.2103
2212.11969,2105.00206
2212.01094,1804.08313
2212.01094,2101.05779
2212.01094,2104.00990
2212.01094,1910.13461
2212.01094,1908.03265
2212.01094,2104.08821
2212.01094,1904.05255
2212.01094,1909.09814
2212.01094,1909.00310
2212.01094,1901.05280
