time_stamp,cpu_avg,cpu_max,mem_avg,mem_max,plan_cpu,plan_mem,cpu_util_percent,mem_util_percent,disk_io_percent,dist_label
262720,0.0,24.0,0.04,0.06,50.0,0.39,35.0,89.0,70.0,0
262730,26.0,100.0,1.03,1.15,100.0,0.49,34.0,89.0,70.0,0
262740,98.0,194.0,0.56,,100.0,0.3,27.0,89.0,78.0,0
262750,98.0,194.0,0.56,,100.0,0.3,29.0,89.0,78.0,0
262760,98.0,194.0,0.56,,100.0,0.3,27.0,90.0,78.0,0
262770,98.0,194.0,0.56,,100.0,0.3,36.0,90.0,78.0,0
262780,102.0,200.0,0.55,0.73,50.0,0.59,41.0,90.0,78.0,0
262790,2.0,67.0,0.33,0.58,50.0,0.79,29.0,90.0,78.0,0
262800,5.0,13.0,0.02,0.02,30.0,0.05,32.0,91.0,73.0,0
262810,9.0,50.0,,,50.0,0.59,53.0,91.0,73.0,0
262820,56.0,81.0,0.03,0.03,100.0,0.3,35.0,92.0,73.0,0
262830,49.0,72.0,0.02,0.02,50.0,0.2,50.0,93.0,73.0,0
262840,9.0,22.0,0.08,0.1,50.0,0.59,64.0,93.0,73.0,0
262850,4.0,28.0,0.02,0.02,100.0,0.39,46.0,95.0,73.0,0
262860,62.0,94.0,,,100.0,0.3,45.0,95.0,75.0,0
262870,31.0,100.0,0.05,0.06,50.0,0.59,48.0,96.0,75.0,0
262880,20.0,81.0,0.04,0.04,50.0,0.59,47.0,97.0,75.0,0
262890,50.0,86.0,0.05,0.05,100.0,0.3,58.0,97.0,75.0,0
262900,28.0,53.0,0.03,0.03,100.0,0.3,72.0,97.0,75.0,0
262910,96.0,195.0,0.5,,100.0,0.3,76.0,97.0,75.0,0
262920,42.0,48.0,0.03,0.03,100.0,0.3,51.0,97.0,78.0,0
262930,6.0,100.0,,,50.0,0.59,47.0,96.0,78.0,0
262950,86.0,176.0,0.5,0.68,50.0,0.59,43.0,96.0,78.0,0
262960,58.0,99.0,0.05,0.05,50.0,0.59,44.0,96.0,78.0,0
262970,6.0,25.0,0.16,0.17,200.0,0.59,41.0,95.0,78.0,0
262980,3.0,29.0,0.03,0.03,50.0,0.3,46.0,96.0,82.0,0
263000,71.0,93.0,0.16,0.18,100.0,0.2,74.0,97.0,82.0,0
263010,97.0,112.0,0.13,0.17,100.0,0.59,76.0,96.0,82.0,0
263030,48.0,65.0,,,100.0,0.3,41.0,96.0,82.0,0
263040,55.0,93.0,0.03,0.03,100.0,0.3,40.0,97.0,73.0,0
263050,8.0,84.0,0.66,0.82,100.0,0.59,40.0,97.0,73.0,0
263060,101.0,138.0,0.09,0.13,100.0,0.49,38.0,97.0,73.0,0
263080,29.0,56.0,0.03,0.03,50.0,0.2,36.0,93.0,73.0,0
263090,95.0,238.0,1.04,1.05,50.0,0.68,36.0,94.0,73.0,0
263100,102.0,197.0,0.5,,100.0,0.3,38.0,94.0,80.0,0
263110,96.0,161.0,0.28,0.39,50.0,0.49,40.0,94.0,80.0,0
263120,21.0,54.0,,,50.0,0.59,37.0,95.0,80.0,0
263130,100.0,183.0,0.12,0.13,100.0,0.59,36.0,94.0,80.0,0
263140,100.0,183.0,0.12,0.13,100.0,0.59,50.0,94.0,80.0,0
263160,56.0,158.0,0.09,0.14,50.0,0.59,70.0,93.0,81.0,0
263170,56.0,158.0,0.09,0.14,50.0,0.59,49.0,93.0,81.0,0
263200,,,,,50.0,0.59,32.0,92.0,81.0,0
263210,93.0,134.0,0.03,0.04,50.0,0.3,31.0,92.0,81.0,0
263220,73.0,636.0,0.17,0.31,100.0,0.3,28.0,90.0,75.0,0
263230,2.0,58.0,0.03,0.03,100.0,0.49,29.0,90.0,75.0,0
263240,2.0,58.0,0.03,0.03,100.0,0.49,26.0,90.0,75.0,0
263250,94.0,132.0,1.06,1.06,50.0,0.68,25.0,90.0,75.0,0
263260,94.0,132.0,1.06,1.06,50.0,0.68,26.0,91.0,75.0,0
263270,94.0,132.0,1.06,1.06,50.0,0.68,30.0,91.0,75.0,0
263280,17.0,100.0,0.02,0.02,100.0,0.49,31.0,91.0,77.0,0
263290,94.0,101.0,1.06,1.07,50.0,0.68,39.0,91.0,77.0,0
263310,97.0,150.0,0.03,0.04,100.0,0.59,27.0,91.0,77.0,0
263320,88.0,101.0,0.06,0.07,100.0,1.53,26.0,91.0,77.0,0
263330,88.0,101.0,0.06,0.07,100.0,1.53,27.0,91.0,77.0,0
263340,35.0,221.0,0.08,0.22,100.0,0.3,51.0,91.0,78.0,0
263370,46.0,66.0,0.03,0.03,100.0,0.3,32.0,91.0,78.0,0
263410,63.0,121.0,0.03,0.04,100.0,0.3,31.0,91.0,77.0,0
263420,73.0,111.0,0.04,0.04,100.0,0.3,27.0,91.0,77.0,0
263430,66.0,180.0,0.05,0.06,50.0,0.59,28.0,91.0,77.0,0
263460,98.0,135.0,0.11,0.12,50.0,0.39,26.0,90.0,75.0,0
263470,96.0,201.0,0.7,0.87,50.0,0.79,28.0,90.0,75.0,0
263480,100.0,198.0,0.13,0.25,50.0,0.59,25.0,88.0,75.0,0
263490,52.0,152.0,0.03,0.03,100.0,0.3,26.0,89.0,75.0,0
263500,96.0,128.0,0.0,0.02,50.0,0.39,26.0,89.0,75.0,0
263510,10.0,109.0,0.75,0.83,100.0,0.59,25.0,89.0,75.0,0
263520,10.0,109.0,0.75,0.83,100.0,0.59,24.0,89.0,77.0,0
263530,98.0,98.0,0.03,0.03,100.0,0.39,27.0,89.0,77.0,0
263540,81.0,96.0,0.04,0.04,100.0,0.39,26.0,89.0,77.0,0
263560,100.0,144.0,0.08,0.11,100.0,0.3,29.0,89.0,77.0,0
263590,111.0,226.0,0.16,0.2,100.0,0.74,27.0,88.0,77.0,0
263600,39.0,300.0,0.08,0.1,50.0,0.59,26.0,88.0,77.0,0
263630,12.0,25.0,0.05,0.06,50.0,0.59,22.0,88.0,77.0,0
263640,25.0,96.0,0.08,0.12,200.0,0.08,43.0,89.0,75.0,0
263650,51.0,84.0,0.03,0.03,50.0,0.39,38.0,89.0,75.0,0
263660,73.0,88.0,0.03,0.04,100.0,0.3,45.0,89.0,75.0,0
263680,60.0,67.0,0.03,0.03,100.0,0.3,55.0,88.0,75.0,0
263710,45.0,100.0,0.19,0.36,50.0,0.39,27.0,88.0,77.0,0
263720,64.0,84.0,0.04,0.04,50.0,0.59,26.0,88.0,77.0,0
263730,28.0,108.0,0.08,0.12,200.0,0.08,26.0,88.0,77.0,0
263740,4.0,37.0,0.03,0.03,50.0,0.59,30.0,89.0,77.0,0
263750,60.0,100.0,0.04,0.06,50.0,0.59,29.0,88.0,77.0,0
263760,48.0,133.0,0.04,0.05,50.0,0.59,31.0,88.0,74.0,0
263770,29.0,45.0,0.02,0.03,100.0,0.2,35.0,89.0,74.0,0
263780,131.0,287.0,0.09,0.1,100.0,0.59,33.0,89.0,74.0,0
263790,3.0,21.0,0.02,0.02,30.0,0.05,32.0,88.0,74.0,0
263800,79.0,110.0,0.12,0.18,50.0,0.39,29.0,88.0,74.0,0
263810,96.0,148.0,0.13,0.15,100.0,0.59,29.0,87.0,74.0,0
263820,96.0,148.0,0.13,0.15,100.0,0.59,26.0,88.0,78.0,0
263830,3.0,52.0,0.02,0.14,100.0,0.2,28.0,88.0,78.0,0
263840,91.0,166.0,0.03,0.03,50.0,0.39,23.0,87.0,78.0,0
263850,23.0,170.0,0.03,0.06,50.0,0.2,22.0,87.0,78.0,0
263860,88.0,93.0,0.03,0.03,100.0,0.3,22.0,87.0,78.0,0
263870,98.0,169.0,0.1,0.11,50.0,0.39,22.0,87.0,78.0,0
263880,84.0,100.0,0.72,0.81,100.0,0.2,26.0,88.0,78.0,0
263890,28.0,106.0,0.08,0.12,200.0,0.08,28.0,88.0,78.0,0
263900,98.0,176.0,1.95,2.22,50.0,0.68,25.0,88.0,78.0,0
263910,67.0,100.0,0.04,0.04,50.0,0.59,25.0,88.0,78.0,0
263920,68.0,87.0,0.03,0.04,50.0,0.59,27.0,88.0,78.0,0
263930,37.0,158.0,0.9,0.96,50.0,0.3,26.0,88.0,78.0,0
263940,37.0,158.0,0.9,0.96,50.0,0.3,25.0,88.0,74.0,0
263950,30.0,100.0,0.92,1.01,50.0,0.39,25.0,88.0,74.0,0
263960,97.0,184.0,0.11,0.12,50.0,0.39,25.0,88.0,74.0,0
263970,97.0,184.0,0.11,0.12,50.0,0.39,24.0,88.0,74.0,0
263980,7.0,14.0,0.07,0.09,50.0,0.39,25.0,88.0,74.0,0
264000,90.0,105.0,0.08,0.08,50.0,0.68,24.0,88.0,75.0,0
264010,105.0,296.0,0.05,0.07,50.0,0.39,30.0,88.0,75.0,0
264020,5.0,57.0,0.54,0.92,50.0,0.79,44.0,88.0,75.0,0
264030,85.0,101.0,0.09,0.09,50.0,0.68,37.0,88.0,75.0,0
264040,111.0,196.0,0.23,0.38,50.0,0.49,30.0,89.0,75.0,0
264050,141.0,668.0,0.51,0.8,50.0,0.49,48.0,90.0,75.0,0
264060,92.0,102.0,0.11,0.11,50.0,0.68,60.0,91.0,76.0,0
264070,79.0,85.0,0.03,0.03,50.0,0.59,43.0,92.0,76.0,0
264080,97.0,147.0,0.23,0.36,50.0,0.49,42.0,91.0,76.0,0
264090,95.0,182.0,0.6,1.0,50.0,0.68,39.0,92.0,76.0,0
264100,44.0,100.0,1.19,1.4,50.0,0.39,38.0,91.0,76.0,0
264110,30.0,121.0,0.04,0.05,100.0,0.3,37.0,90.0,76.0,0
264120,66.0,100.0,0.03,0.03,50.0,0.39,37.0,90.0,82.0,0
264130,67.0,246.0,0.05,0.06,50.0,0.59,66.0,90.0,82.0,0
264140,92.0,105.0,0.07,0.07,50.0,0.39,68.0,91.0,82.0,0
264150,94.0,126.0,0.31,0.33,50.0,0.59,46.0,91.0,82.0,0
264160,94.0,144.0,0.28,0.46,50.0,0.77,38.0,91.0,82.0,0
264170,98.0,131.0,0.06,0.06,50.0,0.39,36.0,91.0,82.0,0
264180,97.0,130.0,0.06,0.06,50.0,0.39,36.0,91.0,81.0,0
264200,89.0,99.0,0.06,0.08,50.0,0.59,36.0,91.0,81.0,0
264210,4.0,29.0,0.05,0.06,100.0,0.39,40.0,91.0,81.0,0
264220,89.0,100.0,0.1,0.1,50.0,0.59,44.0,91.0,81.0,0
264230,4.0,14.0,0.02,0.03,30.0,0.05,48.0,91.0,81.0,0
264240,90.0,159.0,0.13,0.16,50.0,0.59,48.0,91.0,85.0,0
264270,78.0,89.0,0.12,0.12,100.0,0.2,47.0,90.0,85.0,0
264280,77.0,100.0,0.03,0.03,50.0,0.39,47.0,90.0,85.0,0
264290,93.0,101.0,0.1,0.11,50.0,0.59,44.0,89.0,85.0,0
264300,61.0,141.0,0.05,0.06,50.0,0.59,45.0,90.0,78.0,0
264310,24.0,244.0,0.07,0.09,50.0,0.59,44.0,90.0,78.0,0
264320,35.0,86.0,0.1,0.11,50.0,0.59,34.0,89.0,78.0,0
264330,99.0,193.0,0.25,0.37,50.0,0.39,26.0,88.0,78.0,0
264340,95.0,116.0,0.2,0.23,50.0,0.59,27.0,88.0,78.0,0
264350,267.0,777.0,0.34,0.53,50.0,0.69,30.0,89.0,78.0,0
264360,13.0,40.0,0.05,0.06,50.0,0.59,31.0,89.0,82.0,0
264380,104.0,203.0,0.37,0.54,50.0,0.59,28.0,88.0,82.0,0
264400,107.0,226.0,0.04,0.06,50.0,0.39,29.0,88.0,82.0,0
264410,107.0,226.0,0.04,0.06,50.0,0.39,33.0,88.0,82.0,0
264420,55.0,100.0,0.8,0.86,100.0,0.49,72.0,87.0,80.0,0
264430,96.0,102.0,0.03,0.04,100.0,0.39,65.0,87.0,80.0,0
264450,94.0,199.0,0.21,0.23,50.0,0.39,23.0,87.0,80.0,0
264460,52.0,74.0,0.03,0.03,50.0,0.59,24.0,87.0,80.0,0
264470,82.0,96.0,0.05,0.05,50.0,0.59,28.0,87.0,80.0,0
264480,73.0,97.0,0.04,0.05,100.0,0.2,33.0,88.0,78.0,0
264490,77.0,97.0,0.05,0.05,100.0,0.2,34.0,88.0,78.0,0
264510,100.0,194.0,0.16,0.2,50.0,0.39,39.0,89.0,78.0,0
264530,61.0,86.0,0.04,0.05,50.0,0.59,37.0,89.0,78.0,0
264540,61.0,86.0,0.04,0.05,50.0,0.59,39.0,89.0,76.0,0
264560,87.0,630.0,0.09,0.14,100.0,0.3,26.0,88.0,76.0,0
264570,87.0,92.0,0.03,0.03,50.0,0.2,62.0,89.0,76.0,0
264580,2.0,20.0,0.08,0.1,50.0,0.59,28.0,89.0,76.0,0
264590,50.0,79.0,0.23,0.36,50.0,0.39,28.0,89.0,76.0,0
264600,59.0,70.0,0.04,0.04,50.0,0.39,57.0,89.0,76.0,0
264610,83.0,92.0,0.03,0.04,50.0,0.39,54.0,89.0,76.0,0
264620,73.0,91.0,0.02,0.03,50.0,0.2,29.0,90.0,76.0,0
264630,94.0,106.0,0.05,0.06,50.0,0.39,32.0,90.0,76.0,0
264640,38.0,85.0,0.03,0.03,100.0,0.3,33.0,90.0,76.0,0
264650,32.0,53.0,0.09,0.11,200.0,0.59,33.0,91.0,76.0,0
264660,85.0,138.0,0.37,0.59,50.0,0.49,35.0,90.0,74.0,0
264680,37.0,116.0,0.06,0.07,50.0,0.59,74.0,91.0,74.0,0
264690,168.0,766.0,0.53,0.82,50.0,0.49,73.0,90.0,74.0,0
264700,95.0,223.0,0.38,0.56,50.0,0.59,63.0,91.0,74.0,0
264710,92.0,101.0,0.05,0.05,50.0,0.39,33.0,90.0,74.0,0
264730,20.0,48.0,0.02,0.02,50.0,0.39,39.0,90.0,77.0,0
264740,95.0,290.0,0.89,1.04,50.0,0.68,34.0,90.0,77.0,0
264750,94.0,171.0,0.58,0.98,50.0,0.68,40.0,91.0,77.0,0
264760,121.0,772.0,0.43,0.63,50.0,0.59,40.0,91.0,77.0,0
264770,92.0,194.0,0.62,1.0,50.0,0.68,47.0,92.0,77.0,0
264780,80.0,94.0,0.03,0.04,50.0,0.39,43.0,93.0,84.0,0
264790,32.0,187.0,0.05,0.07,100.0,0.3,46.0,93.0,84.0,0
264800,9.0,172.0,0.03,0.14,100.0,0.49,42.0,93.0,84.0,0
264810,93.0,233.0,0.37,0.61,50.0,0.59,44.0,94.0,84.0,0
264820,95.0,128.0,0.07,0.08,100.0,0.39,43.0,95.0,84.0,0
264830,83.0,100.0,0.09,0.09,100.0,0.2,45.0,95.0,84.0,0
264840,44.0,244.0,0.13,0.29,100.0,0.3,57.0,96.0,80.0,0
264850,52.0,71.0,0.02,0.02,50.0,0.2,73.0,96.0,80.0,0
264860,74.0,245.0,0.05,0.05,100.0,0.3,77.0,95.0,80.0,0
264870,173.0,683.0,0.12,0.16,100.0,0.3,74.0,95.0,80.0,0
264880,72.0,100.0,0.04,0.05,50.0,0.39,51.0,95.0,80.0,0
264890,42.0,73.0,0.04,0.05,50.0,0.59,46.0,95.0,80.0,0
264900,97.0,119.0,0.19,0.34,100.0,0.59,42.0,95.0,82.0,0
264910,40.0,90.0,0.04,0.04,50.0,0.39,47.0,96.0,82.0,0
264920,56.0,91.0,0.04,0.04,50.0,0.39,44.0,97.0,82.0,0
264930,62.0,114.0,0.09,0.09,50.0,0.68,44.0,97.0,82.0,0
264940,41.0,88.0,0.04,0.05,100.0,0.2,43.0,97.0,82.0,0
264950,9.0,162.0,0.8,0.85,100.0,0.59,51.0,97.0,82.0,0
264960,63.0,83.0,0.04,0.05,100.0,0.2,49.0,97.0,79.0,0
264970,78.0,94.0,0.1,0.1,50.0,0.68,43.0,96.0,79.0,0
264980,90.0,200.0,1.0,1.0,50.0,0.68,38.0,95.0,79.0,0
264990,73.0,132.0,0.14,0.16,100.0,0.2,35.0,95.0,79.0,0
265000,91.0,100.0,1.0,1.01,50.0,0.68,33.0,95.0,79.0,0
265010,57.0,72.0,0.05,0.06,100.0,0.2,33.0,95.0,79.0,0
265020,1.0,61.0,0.04,0.04,100.0,0.49,31.0,94.0,71.0,0
265030,58.0,72.0,0.07,0.07,100.0,0.2,32.0,94.0,71.0,0
265040,38.0,99.0,0.07,0.07,50.0,0.59,29.0,92.0,71.0,0
265050,38.0,99.0,0.07,0.07,50.0,0.59,38.0,92.0,71.0,0
265060,99.0,196.0,0.4,0.63,50.0,0.59,31.0,92.0,71.0,0
265070,99.0,225.0,0.32,0.46,50.0,0.49,40.0,92.0,71.0,0
265090,94.0,323.0,1.04,1.05,100.0,0.68,26.0,92.0,76.0,0
265100,118.0,227.0,0.06,0.08,50.0,0.59,37.0,92.0,76.0,0
265110,69.0,101.0,0.11,0.11,50.0,0.59,39.0,92.0,76.0,0
265120,67.0,99.0,0.05,0.05,50.0,0.39,32.0,92.0,76.0,0
265130,43.0,184.0,0.08,0.17,100.0,0.3,31.0,92.0,76.0,0
265140,93.0,173.0,0.14,0.14,100.0,0.59,35.0,92.0,76.0,0
265150,96.0,149.0,0.14,0.15,100.0,0.3,34.0,92.0,76.0,0
265160,6.0,16.0,0.02,0.02,30.0,0.05,45.0,91.0,76.0,0
265170,48.0,60.0,0.04,0.08,50.0,0.59,54.0,91.0,76.0,0
265180,1.0,36.0,0.03,0.03,100.0,0.39,31.0,91.0,76.0,0
265190,100.0,129.0,0.15,0.15,100.0,0.3,31.0,91.0,76.0,0
265200,90.0,186.0,0.32,0.54,50.0,0.79,33.0,91.0,75.0,0
265210,91.0,214.0,1.07,1.08,100.0,0.68,36.0,92.0,75.0,0
265220,90.0,129.0,0.15,0.15,100.0,0.3,31.0,92.0,75.0,0
265230,8.0,51.0,0.03,0.03,50.0,0.59,62.0,91.0,75.0,0
265240,14.0,150.0,0.03,0.04,100.0,0.3,75.0,92.0,75.0,0
265250,94.0,101.0,1.07,1.08,100.0,0.68,44.0,93.0,75.0,0
265260,60.0,144.0,0.03,0.03,100.0,0.3,49.0,93.0,79.0,0
265270,101.0,150.0,0.15,0.15,100.0,0.3,45.0,92.0,79.0,0
265280,60.0,90.0,0.02,0.02,50.0,0.2,39.0,92.0,79.0,0
265290,103.0,133.0,0.15,0.15,100.0,0.3,36.0,91.0,79.0,0
265300,8.0,24.0,0.02,0.02,30.0,0.05,39.0,92.0,79.0,0
265310,3.0,27.0,0.02,0.02,30.0,0.05,37.0,92.0,79.0,0
265320,1.0,26.0,0.08,0.09,100.0,0.49,39.0,92.0,79.0,0
265330,93.0,114.0,1.09,1.09,100.0,0.68,39.0,92.0,79.0,0
265340,86.0,114.0,0.06,0.08,100.0,0.3,38.0,92.0,79.0,0
265350,16.0,164.0,0.86,1.07,50.0,0.39,43.0,91.0,79.0,0
265360,45.0,80.0,0.03,0.03,100.0,0.3,73.0,92.0,79.0,0
265370,73.0,77.0,0.03,0.03,100.0,0.3,74.0,91.0,79.0,0
265390,8.0,51.0,0.04,0.04,50.0,0.59,41.0,91.0,76.0,0
265400,30.0,121.0,0.04,0.04,100.0,0.3,35.0,92.0,76.0,0
265410,57.0,75.0,0.03,0.03,100.0,0.3,34.0,90.0,76.0,0
265420,61.0,102.0,0.36,0.56,50.0,0.59,32.0,90.0,76.0,0
265430,10.0,139.0,0.03,0.04,50.0,0.39,34.0,91.0,76.0,0
265440,102.0,125.0,0.14,0.14,100.0,0.3,33.0,91.0,76.0,0
265450,88.0,97.0,0.02,0.03,100.0,0.49,34.0,90.0,76.0,0
265460,23.0,187.0,0.3,0.32,50.0,0.59,33.0,89.0,76.0,0
265470,107.0,124.0,0.03,0.04,100.0,0.49,31.0,88.0,76.0,0
265480,3.0,60.0,0.04,0.04,50.0,0.59,31.0,89.0,76.0,0
265490,84.0,102.0,0.03,0.04,100.0,0.3,31.0,89.0,76.0,0
265500,74.0,97.0,,,100.0,0.3,31.0,89.0,84.0,0
265510,4.0,96.0,0.02,0.02,100.0,0.49,32.0,89.0,84.0,0
265520,99.0,183.0,0.04,0.09,50.0,0.39,49.0,90.0,84.0,0
265530,74.0,97.0,0.04,0.04,100.0,0.3,67.0,89.0,84.0,0
265540,7.0,33.0,0.05,0.08,100.0,0.49,74.0,89.0,84.0,0
265550,85.0,98.0,0.01,0.05,50.0,0.59,57.0,90.0,84.0,0
265560,72.0,77.0,0.03,0.03,100.0,0.3,34.0,90.0,77.0,0
265570,93.0,99.0,0.03,0.03,100.0,0.3,32.0,90.0,77.0,0
265580,2.0,93.0,0.41,0.42,100.0,0.59,34.0,90.0,77.0,0
265590,5.0,100.0,0.12,0.13,100.0,0.3,43.0,91.0,77.0,0
265600,53.0,82.0,0.03,0.03,100.0,0.3,42.0,91.0,77.0,0
265610,42.0,97.0,0.04,0.04,100.0,0.3,45.0,91.0,77.0,0
265620,56.0,83.0,0.03,0.03,100.0,0.3,46.0,91.0,80.0,0
265630,29.0,86.0,0.03,0.03,50.0,0.59,49.0,92.0,80.0,0
265640,64.0,67.0,0.03,0.03,100.0,0.3,46.0,92.0,80.0,0
265650,10.0,50.0,0.0,,100.0,0.54,44.0,92.0,80.0,0
265660,55.0,73.0,0.04,0.04,100.0,0.3,44.0,92.0,80.0,0
265680,6.0,102.0,0.11,0.12,100.0,0.3,40.0,91.0,83.0,0
265690,6.0,102.0,0.11,0.12,100.0,0.3,39.0,90.0,83.0,0
265700,5.0,113.0,0.79,0.82,100.0,0.59,39.0,90.0,83.0,0
265710,95.0,179.0,0.11,0.11,50.0,0.39,28.0,90.0,83.0,0
265720,92.0,102.0,0.03,0.03,50.0,0.39,43.0,90.0,83.0,0
265730,42.0,125.0,0.05,0.07,50.0,0.59,31.0,91.0,83.0,0
265740,23.0,168.0,0.73,0.82,100.0,0.59,55.0,91.0,84.0,0
265750,103.0,248.0,0.16,0.19,50.0,0.77,33.0,91.0,84.0,0
265760,99.0,266.0,0.38,0.62,50.0,0.77,36.0,91.0,84.0,0
265770,97.0,126.0,0.14,0.23,50.0,0.39,32.0,90.0,84.0,0
265780,17.0,255.0,0.05,0.22,100.0,0.49,61.0,90.0,84.0,0
265790,17.0,155.0,0.73,0.83,100.0,0.79,34.0,90.0,84.0,0
265800,41.0,92.0,0.02,0.02,50.0,0.3,28.0,89.0,82.0,0
265810,16.0,33.0,0.02,0.02,50.0,0.2,34.0,89.0,82.0,0
265820,13.0,24.0,0.05,0.06,50.0,0.59,31.0,89.0,82.0,0
265830,10.0,52.0,0.08,0.09,50.0,0.59,33.0,90.0,82.0,0
265840,32.0,70.0,0.03,0.03,100.0,0.3,35.0,90.0,82.0,0
265850,108.0,198.0,0.17,0.25,100.0,0.49,73.0,90.0,82.0,0
265860,2.0,100.0,0.23,0.25,200.0,2.35,52.0,89.0,90.0,0
265870,2.0,100.0,0.23,0.25,200.0,2.35,38.0,89.0,90.0,0
265880,94.0,348.0,0.07,0.23,100.0,0.3,34.0,90.0,90.0,0
265890,94.0,348.0,0.07,0.23,100.0,0.3,32.0,89.0,90.0,0
265930,97.0,111.0,0.06,0.08,100.0,0.3,31.0,89.0,90.0,0
265940,83.0,96.0,0.05,0.05,100.0,0.3,30.0,89.0,90.0,0
265950,32.0,74.0,0.03,0.03,100.0,0.3,62.0,90.0,90.0,0
265960,88.0,105.0,0.04,0.06,100.0,0.3,69.0,89.0,90.0,0
265970,165.0,434.0,0.1,0.13,100.0,0.59,61.0,89.0,90.0,0
265980,86.0,112.0,0.62,,50.0,0.77,40.0,89.0,84.0,0
266010,1.0,26.0,0.25,0.64,50.0,0.49,40.0,89.0,84.0,0
266020,95.0,123.0,0.62,,50.0,0.77,38.0,89.0,84.0,0
266030,73.0,233.0,0.02,0.03,100.0,0.3,38.0,89.0,84.0,0
266050,28.0,142.0,0.04,0.05,50.0,0.59,40.0,89.0,77.0,0
266060,93.0,99.0,0.62,0.62,50.0,0.77,39.0,89.0,77.0,0
266090,135.0,539.0,0.11,0.17,50.0,0.49,61.0,89.0,77.0,0
266100,9.0,51.0,0.05,0.06,100.0,0.2,74.0,89.0,82.0,0
266110,90.0,171.0,0.07,0.11,50.0,0.3,69.0,89.0,82.0,0
266120,329.0,1239.0,0.33,0.33,100.0,0.59,33.0,89.0,82.0,0
266130,96.0,194.0,0.26,0.43,50.0,0.59,35.0,90.0,82.0,0
266140,80.0,103.0,0.63,,50.0,0.77,40.0,90.0,82.0,0
266150,2.0,92.0,0.8,0.82,100.0,0.59,42.0,90.0,82.0,0
266160,91.0,162.0,0.04,0.05,100.0,0.49,40.0,89.0,77.0,0
266170,185.0,622.0,0.22,0.24,50.0,0.59,39.0,88.0,77.0,0
266180,110.0,129.0,0.04,0.04,50.0,0.39,46.0,89.0,77.0,0
266190,45.0,80.0,0.03,0.04,50.0,0.39,47.0,89.0,77.0,0
266200,64.0,135.0,0.07,0.08,50.0,0.59,47.0,89.0,77.0,0
266210,13.0,39.0,0.03,0.03,50.0,0.59,55.0,89.0,77.0,0
266220,42.0,104.0,0.04,0.05,100.0,0.3,57.0,89.0,81.0,0
266230,73.0,100.0,0.05,0.05,100.0,0.3,63.0,89.0,81.0,0
266240,82.0,100.0,0.07,0.08,100.0,0.2,50.0,89.0,81.0,0
266250,53.0,69.0,0.03,0.03,50.0,0.59,58.0,89.0,81.0,0
266260,69.0,162.0,0.05,0.05,100.0,0.39,33.0,89.0,81.0,0
266270,97.0,176.0,0.14,0.15,50.0,0.39,35.0,89.0,81.0,0
266290,149.0,750.0,0.25,0.37,100.0,0.3,66.0,89.0,81.0,0
266300,95.0,142.0,0.04,0.05,50.0,0.59,36.0,89.0,81.0,0
266320,79.0,88.0,0.14,0.16,100.0,0.2,33.0,88.0,81.0,0
266330,93.0,104.0,0.05,0.05,50.0,0.59,33.0,89.0,81.0,0
266340,38.0,83.0,0.03,0.03,100.0,0.3,37.0,89.0,80.0,0
266350,107.0,199.0,0.42,0.59,50.0,0.59,66.0,89.0,80.0,0
266360,79.0,114.0,0.23,0.35,100.0,0.3,68.0,90.0,80.0,0
266370,162.0,693.0,0.78,1.18,50.0,0.49,34.0,90.0,80.0,0
266390,78.0,109.0,0.05,0.06,100.0,0.3,37.0,92.0,80.0,0
266400,4.0,148.0,0.25,0.28,50.0,0.39,34.0,91.0,82.0,0
266410,93.0,113.0,0.04,0.05,100.0,0.59,42.0,92.0,82.0,0
266420,84.0,110.0,0.24,0.35,100.0,0.3,42.0,91.0,82.0,0
266430,27.0,102.0,0.13,0.14,50.0,0.59,39.0,91.0,82.0,0
266440,92.0,464.0,0.41,0.6,50.0,0.49,66.0,92.0,82.0,0
266450,56.0,84.0,0.03,0.03,50.0,0.2,70.0,92.0,82.0,0
266460,63.0,100.0,0.08,0.09,100.0,0.3,80.0,93.0,85.0,0
266470,99.0,134.0,0.15,0.26,50.0,0.39,50.0,92.0,85.0,0
266480,10.0,177.0,1.32,1.35,50.0,0.39,41.0,92.0,85.0,0
266500,22.0,295.0,0.04,0.05,50.0,0.59,32.0,89.0,85.0,0
266510,34.0,63.0,,,50.0,0.59,35.0,89.0,85.0,0
266520,68.0,112.0,0.04,0.04,100.0,0.3,35.0,90.0,83.0,0
266530,109.0,139.0,0.05,0.06,50.0,0.59,39.0,90.0,83.0,0
266540,5.0,30.0,0.02,0.02,50.0,0.2,40.0,91.0,83.0,0
266550,45.0,85.0,0.11,0.11,50.0,0.59,36.0,90.0,83.0,0
266560,130.0,347.0,0.16,0.21,100.0,0.49,35.0,90.0,83.0,0
266570,110.0,179.0,0.21,0.28,50.0,0.39,35.0,89.0,83.0,0
266580,96.0,146.0,0.11,0.11,50.0,0.39,36.0,89.0,88.0,0
266590,96.0,161.0,0.09,0.1,50.0,0.39,38.0,88.0,88.0,0
266600,83.0,103.0,0.06,0.07,50.0,0.59,37.0,89.0,88.0,0
266610,156.0,776.0,0.23,0.29,50.0,0.59,36.0,89.0,88.0,0
266620,97.0,111.0,0.04,0.05,100.0,0.59,37.0,89.0,88.0,0
